dataset,#TrainingRelease,%Training,%Defective in Training,%Defective in Testing,Classifier,FeatureSelection,Balancing,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
SYNCOPE,6,85,42,67,RandomForest,BF,OverSampling,166.0,40.0,141.0,211.0,0.6382314580066533,0.17608094593799645,0.8058252427184466,0.4403183023872679
SYNCOPE,6,85,42,67,IBK,BF,OverSampling,179.0,56.0,125.0,198.0,0.6337690695663643,0.13738999184448536,0.7617021276595745,0.47480106100795755
SYNCOPE,6,85,42,67,NaiveBayes,BF,Smote,95.0,15.0,166.0,282.0,0.5224218532467723,0.12224187790642242,0.8636363636363636,0.2519893899204244
SYNCOPE,6,85,42,67,RandomForest,BF,Smote,193.0,49.0,132.0,184.0,0.6597300584726761,0.2020449998158764,0.7975206611570248,0.5119363395225465
SYNCOPE,6,85,42,67,IBK,BF,Smote,199.0,51.0,130.0,178.0,0.6556193853774346,0.2081231486186681,0.796,0.5278514588859416
SYNCOPE,7,87,45,66,NaiveBayes,No FS,No Sampling,137.0,9.0,177.0,235.0,0.8302838478436814,0.245360824742268,0.9383561643835616,0.3682795698924731
SYNCOPE,7,87,45,66,RandomForest,No FS,No Sampling,196.0,31.0,155.0,176.0,0.8146606544109145,0.3014623172103487,0.8634361233480177,0.5268817204301075
SYNCOPE,7,87,45,66,IBK,No FS,No Sampling,196.0,32.0,154.0,176.0,0.8016172389871662,0.29729729729729737,0.8596491228070176,0.5268817204301075
SYNCOPE,7,87,45,66,NaiveBayes,No FS,UnderSampling,139.0,9.0,177.0,233.0,0.8281448722395652,0.25,0.9391891891891891,0.3736559139784946
SYNCOPE,7,87,45,66,RandomForest,No FS,UnderSampling,212.0,36.0,150.0,160.0,0.8026216903688288,0.32258064516129037,0.8548387096774194,0.5698924731182796
SYNCOPE,7,87,45,66,IBK,No FS,UnderSampling,223.0,41.0,145.0,149.0,0.7924254249046132,0.33098591549295775,0.8446969696969697,0.5994623655913979
SYNCOPE,7,87,45,66,NaiveBayes,No FS,OverSampling,142.0,12.0,174.0,230.0,0.8051075268817204,0.24532224532224536,0.922077922077922,0.3817204301075269
SYNCOPE,7,87,45,66,RandomForest,No FS,OverSampling,214.0,43.0,143.0,158.0,0.76903399236906,0.29802095459837014,0.8326848249027238,0.5752688172043011
SYNCOPE,7,87,45,66,IBK,No FS,OverSampling,231.0,53.0,133.0,141.0,0.7432723436235403,0.30048076923076933,0.8133802816901409,0.6209677419354839
SYNCOPE,7,87,45,66,NaiveBayes,No FS,Smote,149.0,10.0,176.0,223.0,0.8338247196207654,0.26959247648902823,0.9371069182389937,0.40053763440860213
SYNCOPE,7,87,45,66,RandomForest,No FS,Smote,229.0,42.0,144.0,143.0,0.8038646086252746,0.3431952662721895,0.8450184501845018,0.6155913978494624
SYNCOPE,7,87,45,66,IBK,No FS,Smote,226.0,38.0,148.0,146.0,0.8059891316915251,0.352112676056338,0.8560606060606061,0.6075268817204301
SYNCOPE,7,87,45,66,NaiveBayes,BF,No Sampling,213.0,12.0,360.0,531.0,0.7497868250664816,0.1883408071748879,0.9466666666666667,0.2862903225806452
SYNCOPE,7,87,45,66,RandomForest,BF,No Sampling,272.0,34.0,338.0,472.0,0.7265001734304544,0.2118380062305296,0.8888888888888888,0.3655913978494624
SYNCOPE,7,87,45,66,IBK,BF,No Sampling,272.0,35.0,337.0,472.0,0.730790770609319,0.20987012987012973,0.8859934853420195,0.3655913978494624
SYNCOPE,7,87,45,66,NaiveBayes,BF,UnderSampling,81.0,4.0,182.0,291.0,0.728118857671407,0.14161008729388946,0.9529411764705882,0.21774193548387097
SYNCOPE,7,87,45,66,RandomForest,BF,UnderSampling,226.0,30.0,156.0,146.0,0.8282821713492889,0.38604651162790704,0.8828125,0.6075268817204301
SYNCOPE,7,87,45,66,IBK,BF,UnderSampling,237.0,36.0,150.0,135.0,0.8080124869927159,0.3914590747330962,0.8681318681318682,0.6370967741935484
SYNCOPE,7,87,45,66,NaiveBayes,BF,OverSampling,69.0,2.0,184.0,303.0,0.8201959764134582,0.12440191387559812,0.971830985915493,0.18548387096774194
SYNCOPE,7,87,45,66,RandomForest,BF,OverSampling,211.0,22.0,164.0,161.0,0.8227034917331484,0.37825594563986403,0.9055793991416309,0.5672043010752689
SYNCOPE,7,87,45,66,IBK,BF,OverSampling,209.0,39.0,147.0,163.0,0.76903399236906,0.30184331797235026,0.842741935483871,0.5618279569892473
SYNCOPE,7,87,45,66,NaiveBayes,BF,Smote,93.0,4.0,182.0,279.0,0.721159960689097,0.16683022571148184,0.9587628865979382,0.25
SYNCOPE,7,87,45,66,RandomForest,BF,Smote,229.0,36.0,150.0,143.0,0.8179630593132154,0.36897767332549947,0.8641509433962264,0.6155913978494624
SYNCOPE,7,87,45,66,IBK,BF,Smote,241.0,47.0,139.0,131.0,0.8022459243843219,0.3550724637681159,0.8368055555555556,0.6478494623655914
SYNCOPE,8,85,48,15,NaiveBayes,No FS,No Sampling,55.0,143.0,479.0,58.0,0.6788265088353299,0.1963804892377489,0.2777777777777778,0.48672566371681414
SYNCOPE,8,85,48,15,RandomForest,No FS,No Sampling,87.0,297.0,325.0,26.0,0.6754687989073215,0.1475920161142648,0.2265625,0.7699115044247787
SYNCOPE,8,85,48,15,IBK,No FS,No Sampling,78.0,316.0,306.0,35.0,0.595794326039325,0.09032408207305347,0.19796954314720813,0.6902654867256637
SYNCOPE,8,85,48,15,NaiveBayes,No FS,UnderSampling,57.0,143.0,479.0,56.0,0.678250291665481,0.20875821589894783,0.285,0.504424778761062
SYNCOPE,8,85,48,15,RandomForest,No FS,UnderSampling,91.0,304.0,318.0,22.0,0.6705318271063939,0.15662947449931358,0.23037974683544304,0.8053097345132744
SYNCOPE,8,85,48,15,IBK,No FS,UnderSampling,78.0,322.0,300.0,35.0,0.5956093674415958,0.08463135127592389,0.195,0.6902654867256637
SYNCOPE,8,85,48,15,NaiveBayes,No FS,OverSampling,60.0,155.0,467.0,53.0,0.6767635090914265,0.20577692347654405,0.27906976744186046,0.5309734513274337
SYNCOPE,8,85,48,15,RandomForest,No FS,OverSampling,86.0,302.0,320.0,27.0,0.670674102950801,0.13805886357722597,0.22164948453608246,0.7610619469026548
SYNCOPE,8,85,48,15,IBK,No FS,OverSampling,75.0,325.0,297.0,38.0,0.597010784509006,0.06924700423854449,0.1875,0.6637168141592921
SYNCOPE,8,85,48,15,NaiveBayes,No FS,Smote,63.0,161.0,461.0,50.0,0.6787838260820078,0.21305011899264734,0.28125,0.5575221238938053
SYNCOPE,8,85,48,15,RandomForest,No FS,Smote,108.0,470.0,152.0,5.0,0.6864809492644339,0.0745698555626536,0.18685121107266436,0.9557522123893806
SYNCOPE,8,85,48,15,IBK,No FS,Smote,83.0,387.0,235.0,30.0,0.5882821614546282,0.04899390291201889,0.17659574468085107,0.7345132743362832
SYNCOPE,8,85,48,15,NaiveBayes,BF,No Sampling,96.0,211.0,1033.0,130.0,0.6865485302905273,0.22253104323252892,0.3127035830618892,0.4247787610619469
SYNCOPE,8,85,48,15,RandomForest,BF,No Sampling,128.0,365.0,879.0,98.0,0.6678659334718151,0.18401283308595895,0.25963488843813387,0.5663716814159292
SYNCOPE,8,85,48,15,IBK,BF,No Sampling,119.0,384.0,860.0,107.0,0.6422242694135389,0.1450998135676332,0.23658051689860835,0.5265486725663717
SYNCOPE,8,85,48,15,NaiveBayes,BF,UnderSampling,41.0,68.0,554.0,72.0,0.7128944597786188,0.257232777039903,0.3761467889908257,0.36283185840707965
SYNCOPE,8,85,48,15,RandomForest,BF,UnderSampling,90.0,327.0,295.0,23.0,0.7018823094215064,0.12887561461254018,0.2158273381294964,0.7964601769911505
SYNCOPE,8,85,48,15,IBK,BF,UnderSampling,87.0,338.0,284.0,26.0,0.6595979284637055,0.10635312980158988,0.20470588235294118,0.7699115044247787
SYNCOPE,8,85,48,15,NaiveBayes,BF,OverSampling,37.0,57.0,565.0,76.0,0.717582448851834,0.25321426115919665,0.39361702127659576,0.3274336283185841
SYNCOPE,8,85,48,15,RandomForest,BF,OverSampling,88.0,309.0,313.0,25.0,0.6929189312238568,0.13901826548076657,0.2216624685138539,0.7787610619469026
SYNCOPE,8,85,48,15,IBK,BF,OverSampling,79.0,304.0,318.0,34.0,0.6323521042597388,0.10637333544362992,0.206266318537859,0.6991150442477876
SYNCOPE,8,85,48,15,NaiveBayes,BF,Smote,47.0,86.0,536.0,66.0,0.7229106792248812,0.25891530460624074,0.3533834586466165,0.415929203539823
SYNCOPE,8,85,48,15,RandomForest,BF,Smote,92.0,362.0,260.0,21.0,0.68680106991435,0.10388965464552538,0.2026431718061674,0.8141592920353983
SYNCOPE,8,85,48,15,IBK,BF,Smote,96.0,443.0,179.0,17.0,0.6611629627521839,0.05401700027419805,0.17810760667903525,0.8495575221238938
SYNCOPE,9,90,43,0,NaiveBayes,No FS,No Sampling,0.0,140.0,417.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,RandomForest,No FS,No Sampling,0.0,224.0,333.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,IBK,No FS,No Sampling,0.0,237.0,320.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,NaiveBayes,No FS,UnderSampling,0.0,148.0,409.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,RandomForest,No FS,UnderSampling,0.0,260.0,297.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,IBK,No FS,UnderSampling,0.0,292.0,265.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,NaiveBayes,No FS,OverSampling,0.0,138.0,419.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,RandomForest,No FS,OverSampling,0.0,254.0,303.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,IBK,No FS,OverSampling,0.0,288.0,269.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,NaiveBayes,No FS,Smote,0.0,159.0,398.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,RandomForest,No FS,Smote,0.0,290.0,267.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,IBK,No FS,Smote,0.0,294.0,263.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,NaiveBayes,BF,No Sampling,0.0,237.0,877.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,RandomForest,BF,No Sampling,0.0,321.0,793.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,IBK,BF,No Sampling,0.0,334.0,780.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,NaiveBayes,BF,UnderSampling,0.0,112.0,445.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,RandomForest,BF,UnderSampling,0.0,244.0,313.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,IBK,BF,UnderSampling,0.0,244.0,313.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,NaiveBayes,BF,OverSampling,0.0,95.0,462.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,RandomForest,BF,OverSampling,0.0,219.0,338.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,IBK,BF,OverSampling,0.0,218.0,339.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,NaiveBayes,BF,Smote,0.0,141.0,416.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,RandomForest,BF,Smote,0.0,336.0,221.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,9,90,43,0,IBK,BF,Smote,0.0,411.0,146.0,0.0,NaN,0.0,0.0,NaN
SYNCOPE,10,88,39,1,NaiveBayes,No FS,No Sampling,4.0,165.0,563.0,4.0,0.7393543956043956,0.02495923742631362,0.023668639053254437,0.5
SYNCOPE,10,88,39,1,RandomForest,No FS,No Sampling,5.0,215.0,513.0,3.0,0.7261332417582418,0.023373587845734355,0.022727272727272728,0.625
SYNCOPE,10,88,39,1,IBK,No FS,No Sampling,6.0,263.0,465.0,2.0,0.6940247252747253,0.02268900825783691,0.022304832713754646,0.75
SYNCOPE,10,88,39,1,NaiveBayes,No FS,UnderSampling,4.0,182.0,546.0,4.0,0.7558379120879121,0.020828564888990576,0.021505376344086023,0.5
SYNCOPE,10,88,39,1,RandomForest,No FS,UnderSampling,7.0,327.0,401.0,1.0,0.7903502747252747,0.020132484738277754,0.020958083832335328,0.875
SYNCOPE,10,88,39,1,IBK,No FS,UnderSampling,6.0,342.0,386.0,2.0,0.6649210164835165,0.012727726478662433,0.017241379310344827,0.75
SYNCOPE,10,88,39,1,NaiveBayes,No FS,OverSampling,4.0,192.0,536.0,4.0,0.7448489010989011,0.018720069656073268,0.02040816326530612,0.5
SYNCOPE,10,88,39,1,RandomForest,No FS,OverSampling,5.0,311.0,417.0,3.0,0.7745535714285714,0.009871126953660764,0.015822784810126583,0.625
SYNCOPE,10,88,39,1,IBK,No FS,OverSampling,5.0,323.0,405.0,3.0,0.7044127747252747,0.008725542041248006,0.01524390243902439,0.625
SYNCOPE,10,88,39,1,NaiveBayes,No FS,Smote,4.0,190.0,538.0,4.0,0.7287087912087912,0.019125082435700002,0.020618556701030927,0.5
SYNCOPE,10,88,39,1,RandomForest,No FS,Smote,6.0,298.0,430.0,2.0,0.7154876373626373,0.017653758542141067,0.019736842105263157,0.75
SYNCOPE,10,88,39,1,IBK,No FS,Smote,6.0,309.0,419.0,2.0,0.693595467032967,0.016296500034380965,0.01904761904761905,0.75
SYNCOPE,10,88,39,1,NaiveBayes,BF,No Sampling,8.0,258.0,1198.0,8.0,0.7141998626373627,0.03699039823705296,0.03007518796992481,0.5
SYNCOPE,10,88,39,1,RandomForest,BF,No Sampling,9.0,308.0,1148.0,7.0,0.7093921703296703,0.03406439570695265,0.028391167192429023,0.5625
SYNCOPE,10,88,39,1,IBK,BF,No Sampling,10.0,356.0,1100.0,6.0,0.6982743818681318,0.032198070440543985,0.0273224043715847,0.625
SYNCOPE,10,88,39,1,NaiveBayes,BF,UnderSampling,4.0,122.0,606.0,4.0,0.720467032967033,0.04007949652202681,0.031746031746031744,0.5
SYNCOPE,10,88,39,1,RandomForest,BF,UnderSampling,7.0,384.0,344.0,1.0,0.7073317307692307,0.014084507042253452,0.017902813299232736,0.875
SYNCOPE,10,88,39,1,IBK,BF,UnderSampling,7.0,384.0,344.0,1.0,0.704842032967033,0.014084507042253452,0.017902813299232736,0.875
SYNCOPE,10,88,39,1,NaiveBayes,BF,OverSampling,4.0,85.0,643.0,4.0,0.7121394230769231,0.06380059455751225,0.0449438202247191,0.5
SYNCOPE,10,88,39,1,RandomForest,BF,OverSampling,4.0,274.0,454.0,4.0,0.7203811813186813,0.00698866283584416,0.014388489208633094,0.5
SYNCOPE,10,88,39,1,IBK,BF,OverSampling,3.0,221.0,507.0,5.0,0.7096497252747253,0.004977029096477887,0.013392857142857142,0.375
SYNCOPE,10,88,39,1,NaiveBayes,BF,Smote,4.0,164.0,564.0,4.0,0.6989182692307693,0.025227043390514518,0.023809523809523808,0.5
SYNCOPE,10,88,39,1,RandomForest,BF,Smote,7.0,384.0,344.0,1.0,0.7379807692307693,0.014084507042253452,0.017902813299232736,0.875
SYNCOPE,10,88,39,1,IBK,BF,Smote,7.0,466.0,262.0,1.0,0.7149725274725275,0.007897289059252698,0.014799154334038054,0.875
SYNCOPE,11,89,35,0,NaiveBayes,No FS,No Sampling,0.0,139.0,599.0,2.0,0.42140921409214094,-0.005357280505665907,0.0,0.0
SYNCOPE,11,89,35,0,RandomForest,No FS,No Sampling,0.0,129.0,609.0,2.0,0.6429539295392954,-0.005351364805442455,0.0,0.0
SYNCOPE,11,89,35,0,IBK,No FS,No Sampling,1.0,195.0,543.0,1.0,0.5613143631436315,0.004775758906516192,0.00510204081632653,0.5
SYNCOPE,11,89,35,0,NaiveBayes,No FS,UnderSampling,0.0,158.0,580.0,2.0,0.42073170731707316,-0.005366483255213473,0.0,0.0
SYNCOPE,11,89,35,0,RandomForest,No FS,UnderSampling,1.0,310.0,428.0,1.0,0.6446476964769647,0.0010244122651663218,0.003215434083601286,0.5
SYNCOPE,11,89,35,0,IBK,No FS,UnderSampling,1.0,345.0,393.0,1.0,0.5582655826558266,3.748008870287814E-4,0.002890173410404624,0.5
SYNCOPE,11,89,35,0,NaiveBayes,No FS,OverSampling,0.0,177.0,561.0,2.0,0.49796747967479676,-0.005373732467059257,0.0,0.0
SYNCOPE,11,89,35,0,RandomForest,No FS,OverSampling,1.0,285.0,453.0,1.0,0.6558265582655827,0.0015850851039739566,0.0034965034965034965,0.5
SYNCOPE,11,89,35,0,IBK,No FS,OverSampling,1.0,306.0,432.0,1.0,0.6449864498644986,0.0011080234971331544,0.003257328990228013,0.5
SYNCOPE,11,89,35,0,NaiveBayes,No FS,Smote,0.0,162.0,576.0,2.0,0.48577235772357724,-0.005368148982702221,0.0,0.0
SYNCOPE,11,89,35,0,RandomForest,No FS,Smote,1.0,256.0,482.0,1.0,0.7208672086720868,0.002371060472533366,0.0038910505836575876,0.5
SYNCOPE,11,89,35,0,IBK,No FS,Smote,1.0,298.0,440.0,1.0,0.5606368563685636,0.0012819123966344786,0.0033444816053511705,0.5
SYNCOPE,11,89,35,0,NaiveBayes,BF,No Sampling,0.0,145.0,1331.0,4.0,0.3949017615176152,-0.005288110867979446,0.0,0.0
SYNCOPE,11,89,35,0,RandomForest,BF,No Sampling,0.0,135.0,1341.0,4.0,0.4902608401084011,-0.005277560594214225,0.0,0.0
SYNCOPE,11,89,35,0,IBK,BF,No Sampling,1.0,201.0,1275.0,3.0,0.49254742547425473,0.004431782209559768,0.0049504950495049506,0.25
SYNCOPE,11,89,35,0,NaiveBayes,BF,UnderSampling,1.0,427.0,311.0,1.0,0.38482384823848237,-7.330451707489521E-4,0.002336448598130841,0.5
SYNCOPE,11,89,35,0,RandomForest,BF,UnderSampling,0.0,376.0,362.0,2.0,0.26558265582655827,-0.0054058716968111145,0.0,0.0
SYNCOPE,11,89,35,0,IBK,BF,UnderSampling,1.0,351.0,387.0,1.0,0.4268292682926829,2.763363935029774E-4,0.002840909090909091,0.5
SYNCOPE,11,89,35,0,NaiveBayes,BF,OverSampling,0.0,0.0,738.0,2.0,0.3838075880758808,0.0,NaN,0.0
SYNCOPE,11,89,35,0,RandomForest,BF,OverSampling,0.0,156.0,582.0,2.0,0.3787262872628726,-0.005365618765907642,0.0,0.0
SYNCOPE,11,89,35,0,IBK,BF,OverSampling,0.0,203.0,535.0,2.0,0.34112466124661245,-0.005381475001325356,0.0,0.0
SYNCOPE,11,89,35,0,NaiveBayes,BF,Smote,1.0,461.0,277.0,1.0,0.38482384823848237,-0.0010775609641828548,0.0021645021645021645,0.5
SYNCOPE,11,89,35,0,RandomForest,BF,Smote,1.0,324.0,414.0,1.0,0.38550135501355015,7.478810038225021E-4,0.003076923076923077,0.5
SYNCOPE,11,89,35,0,IBK,BF,Smote,1.0,289.0,449.0,1.0,0.43224932249322495,0.001488926112041751,0.0034482758620689655,0.5
SYNCOPE,12,90,31,61,NaiveBayes,No FS,No Sampling,109.0,13.0,275.0,346.0,0.7656440781440782,0.1603885536574848,0.8934426229508197,0.23956043956043957
SYNCOPE,12,90,31,61,RandomForest,No FS,No Sampling,67.0,4.0,284.0,388.0,0.7183989621489622,0.107146360604277,0.9436619718309859,0.14725274725274726
SYNCOPE,12,90,31,61,IBK,No FS,No Sampling,105.0,25.0,263.0,350.0,0.6650221306471307,0.1192647500434638,0.8076923076923077,0.23076923076923078
SYNCOPE,12,90,31,61,NaiveBayes,No FS,UnderSampling,143.0,20.0,268.0,312.0,0.7615613553113553,0.2064315219209635,0.8773006134969326,0.3142857142857143
SYNCOPE,12,90,31,61,RandomForest,No FS,UnderSampling,235.0,58.0,230.0,220.0,0.724290293040293,0.2856115157677754,0.8020477815699659,0.5164835164835165
SYNCOPE,12,90,31,61,IBK,No FS,UnderSampling,242.0,87.0,201.0,213.0,0.656291971916972,0.21270688960942635,0.7355623100303952,0.5318681318681319
SYNCOPE,12,90,31,61,NaiveBayes,No FS,OverSampling,142.0,23.0,265.0,313.0,0.7493589743589744,0.19600656983672016,0.8606060606060606,0.3120879120879121
SYNCOPE,12,90,31,61,RandomForest,No FS,OverSampling,228.0,56.0,232.0,227.0,0.7017857142857142,0.27652363601330876,0.8028169014084507,0.5010989010989011
SYNCOPE,12,90,31,61,IBK,No FS,OverSampling,233.0,73.0,215.0,222.0,0.6546703296703297,0.23619072842143413,0.761437908496732,0.512087912087912
SYNCOPE,12,90,31,61,NaiveBayes,No FS,Smote,131.0,18.0,270.0,324.0,0.7529227716727717,0.1886315305477327,0.8791946308724832,0.2879120879120879
SYNCOPE,12,90,31,61,RandomForest,No FS,Smote,175.0,45.0,243.0,280.0,0.71626221001221,0.19862274952294035,0.7954545454545454,0.38461538461538464
SYNCOPE,12,90,31,61,IBK,No FS,Smote,163.0,53.0,235.0,292.0,0.6473328754578754,0.15118893484286056,0.7546296296296297,0.35824175824175825
SYNCOPE,12,90,31,61,NaiveBayes,BF,No Sampling,109.0,13.0,563.0,801.0,0.7333753052503053,0.07770268209516955,0.8934426229508197,0.11978021978021978
SYNCOPE,12,90,31,61,RandomForest,BF,No Sampling,67.0,4.0,572.0,843.0,0.7733077686202686,0.052616921055048095,0.9436619718309859,0.07362637362637363
SYNCOPE,12,90,31,61,IBK,BF,No Sampling,105.0,25.0,551.0,805.0,0.7224177731990232,0.057654105925858005,0.8076923076923077,0.11538461538461539
SYNCOPE,12,90,31,61,NaiveBayes,BF,UnderSampling,354.0,78.0,210.0,101.0,0.8368093711843712,0.49986274119005264,0.8194444444444444,0.778021978021978
SYNCOPE,12,90,31,61,RandomForest,BF,UnderSampling,300.0,72.0,216.0,155.0,0.7740346459096459,0.3887787606771013,0.8064516129032258,0.6593406593406593
SYNCOPE,12,90,31,61,IBK,BF,UnderSampling,261.0,80.0,208.0,194.0,0.6763431013431014,0.275813003792002,0.7653958944281525,0.5736263736263736
SYNCOPE,12,90,31,61,NaiveBayes,BF,OverSampling,0.0,0.0,288.0,455.0,0.8367788461538461,0.0,NaN,0.0
SYNCOPE,12,90,31,61,RandomForest,BF,OverSampling,96.0,10.0,278.0,359.0,0.7566048534798535,0.1441989243451959,0.9056603773584906,0.210989010989011
SYNCOPE,12,90,31,61,IBK,BF,OverSampling,128.0,30.0,258.0,327.0,0.6219703907203907,0.14896095020838754,0.810126582278481,0.2813186813186813
SYNCOPE,12,90,31,61,NaiveBayes,BF,Smote,335.0,67.0,221.0,120.0,0.8368131868131868,0.48717201058572107,0.8333333333333334,0.7362637362637363
SYNCOPE,12,90,31,61,RandomForest,BF,Smote,212.0,44.0,244.0,243.0,0.7477945665445666,0.27791529665134956,0.828125,0.46593406593406594
SYNCOPE,12,90,31,61,IBK,BF,Smote,158.0,47.0,241.0,297.0,0.6348557692307693,0.15876641542968112,0.7707317073170732,0.34725274725274724
SYNCOPE,13,91,34,52,NaiveBayes,No FS,No Sampling,125.0,15.0,337.0,271.0,0.8606017561983471,0.2624393203883496,0.8928571428571429,0.31565656565656564
SYNCOPE,13,91,34,52,RandomForest,No FS,No Sampling,108.0,8.0,344.0,288.0,0.8777548209366391,0.23941958887545342,0.9310344827586207,0.2727272727272727
